Carol Wilson	64	New York	Candidate A	Male
Dave Jones	56	New York	Candidate E	Male
Judy Moore	56	New York	Candidate A	Male
Grace Brown	49	New York	Candidate C	Female
Judy Moore	24	New York	Candidate B	Female
Judy Moore	27	New York	Candidate B	Female
Ivan Johnson	34	New York	Candidate E	Female
Heidi Smith	59	New York	Candidate D	Male
Grace Taylor	49	New York	Candidate D	Male
Eve Smith	20	New York	Candidate C	Male
Grace Jones	56	New York	Candidate E	Female
Bob Wilson	20	New York	Candidate C	Female
Carol Taylor	56	New York	Candidate A	Male
Heidi Miller	37	New York	Candidate D	Male
Eve Johnson	61	New York	Candidate A	Female
Dave Johnson	29	New York	Candidate A	Female
Alice Jones	64	New York	Candidate E	Female
Alice Jones	60	New York	Candidate E	Male
Frank Wilson	50	New York	Candidate E	Male
Ivan Miller	66	New York	Candidate B	Female
Judy Moore	64	New York	Candidate D	Female
Bob Johnson	42	New York	Candidate D	Male
Judy Brown	45	New York	Candidate A	Female
Judy Jones	25	New York	Candidate A	Male
Frank Jones	66	New York	Candidate B	Male
Alice Brown	30	New York	Candidate D	Female
Dave Wilson	53	New York	Candidate D	Female
Carol Williams	40	New York	Candidate C	Female
Grace Miller	25	New York	Candidate A	Male
Heidi Smith	33	New York	Candidate B	Female
Alice Davis	65	New York	Candidate D	Female
Bob Smith	29	New York	Candidate A	Female
Carol Williams	49	New York	Candidate B	Female
Judy Miller	52	New York	Candidate D	Male
Dave Jones	35	New York	Candidate D	Male
Carol Miller	57	New York	Candidate D	Female
Heidi Davis	22	New York	Candidate D	Female
Carol Brown	45	New York	Candidate B	Female
Carol Taylor	51	New York	Candidate A	Female
Heidi Davis	34	New York	Candidate A	Female
Dave Taylor	63	New York	Candidate B	Female
Bob Taylor	65	New York	Candidate A	Female
Alice Smith	37	New York	Candidate E	Male
Alice Williams	64	New York	Candidate B	Male
Judy Smith	53	New York	Candidate A	Male
Ivan Taylor	47	New York	Candidate C	Female
Grace Miller	54	New York	Candidate A	Male
Dave Miller	25	New York	Candidate E	Male
Heidi Wilson	36	New York	Candidate C	Female
Ivan Williams	22	New York	Candidate D	Female
Ivan Williams	38	New York	Candidate E	Male
Alice Moore	42	New York	Candidate C	Male
Eve Jones	67	New York	Candidate B	Female
Grace Taylor	35	New York	Candidate A	Male
Bob Brown	64	New York	Candidate C	Female
Bob Davis	43	New York	Candidate C	Male
Ivan Brown	23	New York	Candidate E	Male
Bob Smith	33	New York	Candidate E	Female
Grace Taylor	31	New York	Candidate C	Male
Judy Miller	64	New York	Candidate D	Male
Frank Taylor	21	New York	Candidate A	Female
Carol Taylor	49	New York	Candidate D	Female
Eve Williams	44	New York	Candidate E	Female
Heidi Williams	44	New York	Candidate E	Male
Alice Johnson	52	New York	Candidate B	Male
Dave Davis	23	New York	Candidate C	Female
Alice Davis	44	New York	Candidate B	Male
Alice Williams	43	New York	Candidate B	Male
Alice Davis	52	New York	Candidate C	Female
Ivan Wilson	20	New York	Candidate B	Male
Bob Williams	22	New York	Candidate A	Male
Dave Jones	49	New York	Candidate C	Female
Grace Johnson	41	New York	Candidate C	Male
Frank Smith	68	New York	Candidate B	Male
Eve Wilson	33	New York	Candidate E	Female
Bob Smith	28	New York	Candidate D	Male
Frank Wilson	35	New York	Candidate A	Male
Judy Smith	66	New York	Candidate C	Female
Judy Smith	42	New York	Candidate C	Male
Carol Williams	57	New York	Candidate C	Female
Frank Johnson	56	New York	Candidate E	Female
Carol Davis	43	New York	Candidate E	Female
Dave Jones	29	New York	Candidate A	Female
Heidi Johnson	54	New York	Candidate A	Female
Dave Wilson	31	New York	Candidate C	Female
Grace Smith	24	New York	Candidate C	Female
Ivan Williams	56	New York	Candidate A	Male
Bob Moore	53	New York	Candidate B	Male
Ivan Smith	25	New York	Candidate D	Male
Judy Davis	30	New York	Candidate A	Female
Frank Brown	20	New York	Candidate A	Female
Alice Smith	30	New York	Candidate E	Male
Heidi Davis	40	New York	Candidate E	Female
Heidi Wilson	50	New York	Candidate C	Female
Eve Smith	61	New York	Candidate B	Male
Bob Miller	39	New York	Candidate C	Female
Carol Brown	41	New York	Candidate B	Female
Heidi Moore	55	New York	Candidate C	Female
Dave Smith	46	New York	Candidate B	Male
Dave Wilson	53	New York	Candidate C	Male
Bob Davis	29	New York	Candidate B	Female
Judy Jones	35	New York	Candidate C	Male
Judy Brown	33	New York	Candidate B	Female
Heidi Taylor	65	New York	Candidate D	Female
Eve Jones	52	New York	Candidate E	Female
Frank Brown	19	New York	Candidate A	Male
Dave Taylor	28	New York	Candidate B	Male
Judy Smith	29	New York	Candidate E	Female
Eve Moore	53	New York	Candidate A	Female
Judy Jones	24	New York	Candidate C	Male
Dave Taylor	30	New York	Candidate E	Male
Frank Johnson	46	New York	Candidate A	Male
Frank Taylor	21	New York	Candidate A	Female
Grace Smith	63	New York	Candidate C	Female
Grace Moore	42	New York	Candidate B	Female
Carol Williams	49	New York	Candidate A	Male
Bob Smith	21	New York	Candidate A	Male
Alice Davis	68	New York	Candidate E	Male
Grace Brown	23	New York	Candidate B	Male
Eve Davis	51	New York	Candidate A	Female
Heidi Williams	58	New York	Candidate A	Male
Dave Wilson	63	New York	Candidate E	Female
Heidi Moore	59	New York	Candidate E	Female
Dave Wilson	29	New York	Candidate E	Female
Bob Johnson	27	New York	Candidate C	Male
Heidi Davis	56	New York	Candidate E	Male
Bob Miller	60	New York	Candidate C	Male
Eve Taylor	23	New York	Candidate C	Male
Eve Davis	67	New York	Candidate A	Female
Alice Davis	29	New York	Candidate A	Female
Judy Brown	56	New York	Candidate D	Female
Carol Jones	59	New York	Candidate E	Female
Dave Smith	20	New York	Candidate B	Female
Eve Wilson	41	New York	Candidate D	Male
Judy Jones	54	New York	Candidate A	Female
Alice Moore	52	New York	Candidate C	Male
Ivan Jones	25	New York	Candidate B	Male
Alice Wilson	41	New York	Candidate C	Male
Grace Johnson	34	New York	Candidate E	Female
Grace Moore	54	New York	Candidate B	Male
Eve Brown	51	New York	Candidate C	Female
Bob Miller	37	New York	Candidate E	Male
Ivan Brown	50	New York	Candidate D	Male
Judy Smith	57	New York	Candidate C	Male
Grace Moore	47	New York	Candidate B	Male
Carol Smith	31	New York	Candidate B	Female
Judy Miller	25	New York	Candidate D	Male
Eve Jones	34	New York	Candidate E	Female
Dave Jones	30	New York	Candidate E	Female
Carol Taylor	42	New York	Candidate B	Male
Frank Moore	64	New York	Candidate D	Male
Grace Miller	48	New York	Candidate B	Female
Dave Smith	21	New York	Candidate A	Male
Alice Brown	54	New York	Candidate C	Male
Grace Johnson	25	New York	Candidate B	Female
Frank Williams	31	New York	Candidate E	Female
Grace Smith	39	New York	Candidate D	Male
Eve Taylor	56	New York	Candidate C	Female
Bob Brown	39	New York	Candidate D	Male
Eve Brown	69	New York	Candidate E	Female
Ivan Wilson	33	New York	Candidate B	Male
Grace Miller	56	New York	Candidate D	Female
Ivan Miller	34	New York	Candidate A	Female
Carol Smith	60	New York	Candidate C	Female
Heidi Johnson	36	New York	Candidate A	Male
Heidi Miller	46	New York	Candidate E	Female
Frank Moore	63	New York	Candidate B	Female
Frank Davis	54	New York	Candidate C	Female
Ivan Wilson	20	New York	Candidate A	Male
Heidi Moore	35	New York	Candidate C	Male
Heidi Jones	30	New York	Candidate B	Female
Grace Williams	62	New York	Candidate C	Male
Judy Williams	58	New York	Candidate A	Female
Grace Williams	29	New York	Candidate B	Female
Heidi Brown	31	New York	Candidate B	Female
Carol Miller	38	New York	Candidate C	Male
Judy Wilson	27	New York	Candidate A	Male
Bob Smith	59	New York	Candidate C	Female
Dave Williams	66	New York	Candidate C	Male
Bob Wilson	47	New York	Candidate A	Male
Ivan Brown	29	New York	Candidate D	Female
Frank Moore	39	New York	Candidate C	Male
Eve Miller	45	New York	Candidate C	Male
Judy Brown	26	New York	Candidate E	Female
Carol Johnson	55	New York	Candidate C	Female
Dave Johnson	41	New York	Candidate C	Female
Eve Brown	66	New York	Candidate D	Female
Grace Wilson	47	New York	Candidate A	Male
Carol Wilson	66	New York	Candidate B	Female
Bob Moore	58	New York	Candidate C	Male
Ivan Davis	39	New York	Candidate E	Male
Carol Brown	61	New York	Candidate D	Female
Dave Williams	60	New York	Candidate B	Male
Frank Williams	41	New York	Candidate C	Female
Carol Taylor	21	New York	Candidate C	Female
Grace Smith	49	New York	Candidate C	Female
Dave Miller	44	New York	Candidate D	Male
Dave Smith	63	New York	Candidate C	Female
Ivan Brown	54	New York	Candidate B	Male
Ivan Moore	48	New York	Candidate C	Male
Ivan Miller	24	New York	Candidate E	Female
Judy Brown	26	New York	Candidate C	Female
Alice Davis	69	New York	Candidate C	Female
Alice Johnson	59	New York	Candidate C	Female
Dave Brown	64	New York	Candidate E	Female
Alice Smith	25	New York	Candidate A	Male
Eve Moore	19	New York	Candidate E	Female
Carol Johnson	28	New York	Candidate D	Male
Frank Moore	46	New York	Candidate B	Female
Alice Jones	23	New York	Candidate E	Male
Frank Jones	34	New York	Candidate D	Female
Ivan Miller	21	New York	Candidate D	Male
Grace Miller	18	New York	Candidate E	Male
Dave Moore	41	New York	Candidate A	Female
Heidi Jones	37	New York	Candidate B	Female
Frank Miller	67	New York	Candidate E	Male
Alice Wilson	54	New York	Candidate D	Female
Carol Wilson	37	New York	Candidate D	Female
Grace Moore	34	New York	Candidate E	Male
Dave Wilson	50	New York	Candidate E	Male
Judy Moore	44	New York	Candidate B	Female
Judy Taylor	21	New York	Candidate B	Male
Eve Smith	39	New York	Candidate E	Male
Heidi Johnson	38	New York	Candidate B	Male
Frank Williams	24	New York	Candidate A	Female
Grace Williams	43	New York	Candidate D	Female
Eve Davis	22	New York	Candidate D	Male
Alice Wilson	54	New York	Candidate B	Female
Ivan Miller	47	New York	Candidate C	Female
Judy Davis	25	New York	Candidate A	Female
Dave Moore	31	New York	Candidate D	Female
Ivan Jones	53	New York	Candidate B	Male
Eve Johnson	25	New York	Candidate C	Male
Ivan Smith	63	New York	Candidate D	Male
Dave Jones	69	New York	Candidate D	Female
Alice Moore	33	New York	Candidate E	Male
Grace Miller	50	New York	Candidate A	Male
Carol Davis	50	New York	Candidate E	Female
Heidi Davis	52	New York	Candidate B	Female
Frank Smith	22	New York	Candidate A	Female
Heidi Wilson	41	New York	Candidate D	Female
Bob Miller	56	New York	Candidate D	Female
Alice Miller	54	New York	Candidate B	Female
Alice Brown	66	New York	Candidate D	Male
Carol Moore	22	New York	Candidate C	Male
Frank Taylor	33	New York	Candidate A	Male
Bob Taylor	27	New York	Candidate B	Male
Frank Brown	57	New York	Candidate B	Male
Eve Brown	69	New York	Candidate E	Female
Bob Williams	19	New York	Candidate D	Male
Eve Brown	20	New York	Candidate C	Male
Frank Smith	61	New York	Candidate C	Female
Dave Smith	66	New York	Candidate E	Female
Grace Johnson	62	New York	Candidate A	Male
Carol Moore	40	New York	Candidate B	Male
Alice Jones	19	New York	Candidate B	Male
Alice Brown	69	New York	Candidate D	Male
Dave Brown	37	New York	Candidate C	Male
Bob Wilson	40	New York	Candidate B	Male
Judy Moore	38	New York	Candidate A	Male
Bob Moore	62	New York	Candidate A	Male
Carol Davis	60	New York	Candidate D	Male
Bob Taylor	30	New York	Candidate A	Female
Dave Miller	46	New York	Candidate E	Female
Judy Davis	19	New York	Candidate A	Female
Heidi Jones	49	New York	Candidate A	Male
Heidi Williams	26	New York	Candidate B	Male
Bob Williams	46	New York	Candidate A	Female
Frank Williams	67	New York	Candidate E	Male
Heidi Johnson	60	New York	Candidate A	Male
Frank Smith	67	New York	Candidate A	Male
Frank Taylor	21	New York	Candidate D	Female
Grace Johnson	36	New York	Candidate B	Female
Judy Williams	20	New York	Candidate A	Female
Heidi Moore	30	New York	Candidate A	Female
Carol Jones	23	New York	Candidate A	Female
Heidi Smith	68	New York	Candidate B	Female
Bob Smith	28	New York	Candidate C	Male
Frank Moore	43	New York	Candidate E	Female
Eve Brown	59	New York	Candidate A	Male
Bob Williams	66	New York	Candidate D	Female
Judy Smith	37	New York	Candidate A	Male
Heidi Brown	47	New York	Candidate D	Female
Carol Johnson	53	New York	Candidate D	Male
Ivan Johnson	29	New York	Candidate B	Female
Eve Brown	55	New York	Candidate C	Female
Ivan Jones	25	New York	Candidate A	Female
Alice Wilson	56	New York	Candidate A	Female
Heidi Brown	61	New York	Candidate B	Female
Eve Miller	67	New York	Candidate E	Male
Ivan Jones	58	New York	Candidate C	Male
Ivan Jones	66	New York	Candidate C	Male
Bob Brown	42	New York	Candidate E	Female
Carol Miller	40	New York	Candidate B	Female
Dave Wilson	42	New York	Candidate C	Male
Carol Taylor	50	New York	Candidate C	Male
Heidi Moore	30	New York	Candidate A	Female
Frank Smith	25	New York	Candidate A	Male
Carol Taylor	20	New York	Candidate E	Male
Carol Moore	35	New York	Candidate D	Male
Frank Jones	34	New York	Candidate B	Female
Heidi Johnson	38	New York	Candidate B	Female
Heidi Brown	32	New York	Candidate A	Male
Heidi Moore	61	New York	Candidate D	Female
Judy Davis	25	New York	Candidate B	Male
Frank Williams	63	New York	Candidate E	Female
Ivan Wilson	37	New York	Candidate B	Female
Judy Johnson	27	New York	Candidate A	Male
Dave Johnson	26	New York	Candidate E	Female
Eve Wilson	20	New York	Candidate D	Male
Ivan Jones	54	New York	Candidate E	Female
Ivan Davis	48	New York	Candidate E	Male
Carol Smith	67	New York	Candidate A	Male
Grace Moore	62	New York	Candidate E	Male
Eve Jones	18	New York	Candidate A	Male
Grace Taylor	49	New York	Candidate A	Male
Dave Wilson	26	New York	Candidate E	Male
Bob Williams	51	New York	Candidate E	Female
Heidi Jones	25	New York	Candidate C	Male
Bob Moore	47	New York	Candidate B	Male
Eve Smith	40	New York	Candidate B	Female
Dave Miller	63	New York	Candidate E	Female
Frank Brown	34	New York	Candidate B	Male
Frank Smith	22	New York	Candidate E	Female
Judy Brown	35	New York	Candidate B	Male
Dave Davis	56	New York	Candidate A	Male
Eve Brown	18	New York	Candidate D	Male
Ivan Jones	64	New York	Candidate E	Female
Eve Jones	22	New York	Candidate E	Female
Judy Taylor	36	New York	Candidate A	Female
Eve Jones	45	New York	Candidate A	Male
Alice Jones	56	New York	Candidate C	Female
Alice Jones	62	New York	Candidate E	Male
Frank Davis	32	New York	Candidate A	Female
Grace Williams	48	New York	Candidate E	Female
Grace Taylor	41	New York	Candidate C	Male
Frank Wilson	62	New York	Candidate C	Female
Bob Johnson	21	New York	Candidate A	Female
Judy Davis	29	New York	Candidate E	Male
Bob Wilson	38	New York	Candidate D	Male
Bob Taylor	23	New York	Candidate B	Male
Dave Williams	68	New York	Candidate E	Female
Heidi Moore	62	New York	Candidate C	Male
Eve Smith	66	New York	Candidate A	Female
Heidi Smith	66	New York	Candidate A	Male
Ivan Taylor	20	New York	Candidate E	Male
Bob Miller	42	New York	Candidate E	Male
Dave Wilson	19	New York	Candidate D	Male
Dave Brown	43	New York	Candidate A	Female
Judy Williams	49	New York	Candidate C	Female
Ivan Taylor	56	New York	Candidate C	Female
Heidi Wilson	42	New York	Candidate B	Female
Grace Miller	61	New York	Candidate E	Male
Grace Smith	53	New York	Candidate E	Female
Alice Miller	47	New York	Candidate B	Female
Grace Smith	52	New York	Candidate B	Female
Alice Davis	32	New York	Candidate C	Male
Grace Brown	58	New York	Candidate C	Female
Heidi Jones	33	New York	Candidate C	Male
Grace Williams	19	New York	Candidate A	Female
Heidi Brown	37	New York	Candidate C	Male
Grace Wilson	33	New York	Candidate B	Male
Dave Smith	41	New York	Candidate E	Male
Judy Johnson	40	New York	Candidate B	Male
Grace Miller	58	New York	Candidate D	Male
Eve Williams	33	New York	Candidate B	Female
Grace Jones	51	New York	Candidate D	Female
Heidi Johnson	38	New York	Candidate A	Male
Heidi Davis	60	New York	Candidate D	Female
Eve Miller	49	New York	Candidate B	Male
Heidi Moore	55	New York	Candidate E	Female
Dave Williams	54	New York	Candidate E	Male
Eve Williams	32	New York	Candidate E	Female
Judy Moore	26	New York	Candidate E	Male
Judy Johnson	39	New York	Candidate A	Male
Eve Moore	64	New York	Candidate C	Female
Eve Johnson	60	New York	Candidate D	Male
Ivan Brown	26	New York	Candidate A	Female
Judy Wilson	48	New York	Candidate C	Female
Heidi Moore	27	New York	Candidate C	Male
Ivan Brown	65	New York	Candidate C	Female
Heidi Johnson	35	New York	Candidate D	Female
Dave Wilson	62	New York	Candidate D	Female
Frank Brown	37	New York	Candidate C	Male
Grace Smith	45	New York	Candidate D	Female
Dave Smith	62	New York	Candidate B	Female
Heidi Jones	69	New York	Candidate C	Male
Eve Brown	27	New York	Candidate D	Male
Judy Moore	24	New York	Candidate C	Female
Carol Williams	28	New York	Candidate A	Female
Eve Johnson	67	New York	Candidate C	Female
Frank Brown	37	New York	Candidate D	Male
Grace Johnson	40	New York	Candidate B	Female
Grace Wilson	41	New York	Candidate A	Male
Frank Davis	47	New York	Candidate E	Female
Alice Brown	23	New York	Candidate A	Female
Bob Williams	23	New York	Candidate E	Female
Judy Brown	22	New York	Candidate B	Female
Grace Wilson	35	New York	Candidate D	Male
Heidi Wilson	19	New York	Candidate A	Female
Eve Taylor	18	New York	Candidate B	Male
Bob Taylor	56	New York	Candidate B	Male
Frank Johnson	25	New York	Candidate B	Female
Ivan Johnson	37	New York	Candidate D	Male
Bob Moore	37	New York	Candidate B	Male
Ivan Wilson	45	New York	Candidate C	Female
Carol Wilson	38	New York	Candidate B	Male
Eve Johnson	55	New York	Candidate D	Male
Carol Johnson	64	New York	Candidate B	Female
Dave Smith	33	New York	Candidate E	Female
Heidi Johnson	32	New York	Candidate C	Female
Grace Miller	40	New York	Candidate E	Male
Grace Williams	40	New York	Candidate E	Female
Eve Davis	31	New York	Candidate C	Male
Ivan Smith	51	New York	Candidate A	Female
Judy Wilson	24	New York	Candidate D	Male
Grace Moore	68	New York	Candidate D	Female
Heidi Miller	67	New York	Candidate E	Female
Carol Taylor	54	New York	Candidate B	Female
Ivan Davis	63	New York	Candidate E	Male
